"Date","Local Route","Light Rail","Peak Service","Rapid Route","School","Other"
"29/11/2019","25,262","16,247","352","33,628","5,066","59"
"14/03/2021","2,499","2,164","0","5,925","0","33"
"31/01/2024","25,563","13,461","422","27,398","3,169","300"
"13/06/2023","22,317","13,096","449","25,425","6,435","219"
"22/03/2020","2,732","2,955","0","5,680","0","3"
"02/09/2020","17,711","8,304","201","17,307","5,661","123"
"21/03/2020","3,722","4,234","0","7,906","0","2"
"17/11/2019","4,013","5,614","0","9,209","0","18"
"12/11/2023","4,093","5,516","0","9,617","0","39"
"13/05/2021","24,235","12,640","349","25,496","6,374","157"
"06/10/2019","4,034","6,696","0","10,252","0","19"
"21/11/2023","22,572","14,294","399","26,225","5,365","317"
"10/04/2024","24,109","14,462","458","26,442","5,738","465"
"11/04/2022","14,454","9,293","292","18,261","0","123"
"14/10/2022","21,683","11,932","221","24,028","5,706","230"
"04/03/2024","24,965","14,827","443","28,242","6,186","263"
"07/01/2022","8,233","5,330","61","9,349","0","75"
"21/01/2021","15,421","7,050","266","18,679","0","123"
"07/03/2022","19,849","9,378","227","20,429","6,403","128"
"03/12/2019","25,708","15,287","546","32,573","5,584","41"
"06/12/2023","23,812","14,043","412","26,763","4,192","211"
"27/02/2024","29,895","15,920","444","32,969","8,364","390"
"18/12/2021","4,161","5,026","0","8,336","0","49"
"18/05/2024","7,389","7,616","0","12,206","0","61"
"09/02/2024","27,290","14,604","306","29,315","8,151","352"
"07/04/2020","4,664","2,215","51","5,494","38","8"
"26/10/2021","11,289","4,603","90","10,808","2,378","181"
"18/07/2023","23,847","14,009","420","26,593","6,624","346"
"26/08/2022","20,890","11,850","206","22,734","5,688","168"
"30/06/2020","13,358","7,425","173","15,940","3,998","47"
"19/01/2022","10,009","5,491","102","11,806","0","109"
"20/11/2021","3,672","4,589","0","7,533","0","68"
"14/12/2022","19,540","12,231","311","23,203","1,205","220"
"23/08/2019","26,467","16,334","437","34,413","5,784","62"
"11/07/2023","17,388","12,562","348","23,482","0","220"
"30/12/2023","5,479","5,564","0","9,910","0","146"
"27/08/2022","4,839","6,895","0","10,845","0","69"
"06/12/2022","21,879","12,849","316","24,494","4,104","221"
"29/12/2021","6,660","3,891","27","7,799","0","61"
"04/08/2024","3,983","5,791","0","10,092","0","47"
"27/04/2020","1,409","1,261","0","2,507","0","14"
"25/11/2021","15,593","8,006","168","16,396","5,016","162"
"03/11/2021","15,341","6,858","151","14,340","5,663","188"
"03/08/2019","7,516","8,662","0","10,791","0","4"
"26/03/2020","6,287","3,474","147","8,820","127","10"
"11/03/2021","24,344","11,965","346","25,272","6,749","211"
"21/09/2022","21,733","12,442","256","23,542","5,843","154"
"26/05/2021","24,078","12,595","399","25,196","6,043","208"
"28/10/2019","25,998","15,240","481","33,334","6,379","21"
"23/09/2021","3,972","1,482","31","4,134","0","65"
"10/03/2023","24,275","14,635","280","29,190","6,173","204"
"24/06/2022","18,294","10,065","205","20,273","3,801","143"
"14/02/2022","18,260","8,493","169","18,057","6,609","200"
"20/05/2024","26,537","14,120","412","27,879","7,498","336"
"12/05/2023","23,918","14,308","298","27,140","6,286","292"
"08/08/2024","25,841","14,551","338","30,127","7,345","356"
"28/10/2021","11,757","4,882","96","11,073","2,521","135"
"27/08/2023","3,998","5,445","0","9,439","0","99"
"26/12/2020","2,769","4,550","0","7,070","0","50"
"18/09/2020","18,295","8,937","188","18,486","5,436","124"
"02/10/2022","3,400","5,874","0","9,915","0","36"
"19/02/2021","22,959","12,089","250","23,962","6,463","140"
"29/03/2020","1,105","1,237","0","2,329","0","5"
"20/12/2023","16,730","10,406","303","21,140","0","262"
"28/06/2024","23,566","12,963","278","26,389","5,682","325"
"04/08/2020","16,935","7,698","190","16,864","5,909","111"
"27/09/2020","2,602","3,438","0","5,891","0","52"
"20/07/2020","15,953","7,659","185","15,672","4,727","128"
"17/12/2022","5,452","7,106","0","10,917","0","103"
"03/10/2019","21,484","16,133","483","33,173","0","30"
"18/04/2023","18,686","13,190","413","25,991","0","220"
"11/07/2021","2,853","4,015","0","6,643","0","58"
"15/07/2019","18,507","12,743","408","26,644","0","23"
"10/03/2020","28,923","16,362","548","37,424","7,232","77"
"27/09/2021","4,077","1,545","30","4,111","0","75"
"20/09/2019","28,528","18,640","460","37,827","5,678","30"
"26/10/2020","16,798","7,342","265","16,745","5,584","97"
"06/12/2020","3,050","4,054","0","6,879","0","43"
"14/08/2020","17,101","8,393","178","17,405","5,449","96"
"23/11/2022","22,252","12,570","313","24,285","5,539","435"
"13/08/2023","3,672","5,441","0","8,596","0","56"
"29/10/2021","12,334","5,457","86","12,423","2,392","104"
"03/03/2021","24,491","12,650","371","25,576","6,514","225"
"21/01/2024","3,969","5,362","0","8,905","0","29"
"18/01/2020","4,331","6,299","0","9,698","0","11"
"20/10/2020","19,675","9,258","305","19,480","6,239","120"
"04/03/2023","5,986","8,044","0","13,342","14","48"
"18/03/2024","24,613","14,783","428","27,716","6,254","397"
"05/03/2020","26,558","15,027","493","34,904","6,558","178"
"10/09/2019","26,974","15,286","554","33,315","6,413","46"
"28/08/2023","23,353","13,566","409","26,960","6,605","312"
"06/02/2024","28,203","14,698","431","30,633","8,795","351"
"02/11/2019","5,349","7,963","0","12,497","0","13"
"19/10/2019","5,115","7,444","0","11,839","0","21"
"30/09/2020","13,027","7,645","214","15,124","0","56"
"27/08/2024","26,686","14,464","410","30,439","7,376","346"
"11/04/2021","3,051","4,269","0","6,868","0","77"
"07/12/2021","16,719","9,194","252","18,702","4,087","150"
"22/09/2019","5,771","6,533","0","9,537","0","9"
"31/10/2020","3,449","3,169","0","6,608","0","44"
"09/03/2022","20,664","10,492","229","21,934","6,339","174"
"27/06/2023","20,392","12,921","409","25,046","4,022","274"
"03/01/2022","2,558","2,604","0","5,227","0","58"
"10/06/2024","3,812","5,240","0","9,429","0","93"
"30/04/2022","4,390","6,051","0","9,202","0","80"
"24/09/2023","4,076","6,573","0","10,498","0","75"
"16/12/2023","6,138","7,686","0","12,502","0","115"
"31/10/2022","18,771","9,878","252","20,138","4,969","120"
"17/12/2019","22,477","14,120","469","30,082","1,399","12"
"30/01/2020","20,119","13,902","407","29,320","0","32"
"11/08/2022","20,289","11,086","229","22,474","5,606","186"
"19/09/2020","3,471","4,948","0","8,144","0","37"
"12/11/2022","5,292","6,926","0","11,611","0","49"
"30/10/2023","24,080","13,052","343","26,162","7,117","317"
"16/10/2021","2,139","2,159","0","4,116","0","37"
"27/03/2020","6,249","3,296","123","8,290","112","10"
"02/07/2020","12,738","7,398","153","15,485","3,653","71"
"23/05/2022","19,672","10,770","269","21,053","5,512","144"
"09/04/2022","4,517","5,697","0","9,587","0","40"
"02/09/2019","26,104","14,615","465","32,664","6,452","12"
"14/07/2023","17,144","12,602","260","22,775","0","197"
"21/08/2019","27,677","15,908","529","35,891","6,187","64"
"19/01/2024","18,274","12,244","302","22,372","0","212"
"09/03/2021","24,614","12,284","393","24,858","6,689","191"
"20/08/2024","26,575","14,431","414","29,980","7,127","304"
"16/09/2024","24,720","13,462","369","27,773","7,395","244"
"01/11/2022","21,196","11,279","243","22,449","5,453","197"
"08/10/2019","19,706","13,838","473","29,793","0","33"
"09/07/2019","19,747","13,803","514","27,525","0","24"
"21/03/2023","25,462","14,919","433","29,433","7,263","239"
"07/10/2022","14,020","10,154","200","18,542","0","130"
"13/02/2020","29,017","15,585","550","36,756","7,328","36"
"04/07/2021","2,750","3,640","0","6,112","0","77"
"23/09/2019","26,515","15,468","517","33,442","6,228","24"
"21/02/2022","18,990","8,775","165","18,363","6,420","164"
"28/12/2020","3,162","3,904","0","6,678","0","47"
"07/10/2021","4,461","1,815","29","4,996","0","74"
"02/05/2022","20,517","10,580","296","21,733","5,863","206"
"08/11/2023","25,062","14,383","430","28,430","7,052","364"
"11/10/2022","22,681","12,694","306","25,241","6,251","235"
"06/05/2023","5,655","7,573","0","12,095","0","120"
"15/10/2022","5,549","6,972","0","12,037","0","87"
"19/06/2023","20,658","11,981","390","23,456","6,135","289"
"28/03/2023","24,452","13,886","430","28,374","7,103","247"
"10/02/2021","24,021","12,139","361","24,402","7,299","158"
"01/12/2019","3,783","5,427","0","8,997","0","12"
"16/07/2019","20,003","13,736","474","28,457","0","5"
"04/10/2021","1,199","931","0","2,462","0","40"
"06/05/2021","24,653","12,486","362","25,373","6,379","206"
"20/03/2022","3,167","3,992","0","7,264","0","30"
"24/11/2019","4,074","5,350","0","9,277","0","20"
"19/04/2021","23,104","11,604","374","23,963","4,225","149"
"25/10/2020","2,605","3,043","0","5,501","0","22"
"19/12/2023","17,124","10,827","323","21,518","0","234"
"25/02/2024","4,415","7,326","0","10,913","0","115"
"06/07/2020","9,856","6,679","154","13,659","0","22"
"25/02/2022","18,542","9,215","166","18,968","6,424","177"
"26/04/2022","21,181","11,314","287","22,772","3,694","191"
"14/10/2021","4,241","1,652","28","4,746","0","56"
"30/05/2023","23,813","13,646","429","26,836","6,626","307"
"06/09/2023","24,517","14,300","464","29,040","6,393","263"
"14/11/2020","4,023","5,898","0","8,884","0","42"
"10/02/2023","24,152","14,865","305","27,640","6,779","286"
"22/07/2022","19,378","10,722","187","21,124","5,747","190"
"23/11/2023","22,611","13,977","360","26,441","5,024","338"
"18/11/2020","20,314","10,635","300","20,987","5,557","164"
"02/01/2023","3,407","3,627","0","7,230","0","67"
"15/10/2019","27,600","16,606","502","35,628","6,664","25"
"10/09/2022","5,111","7,259","0","10,867","0","65"
"14/09/2019","7,312","9,141","0","11,784","6","17"
"29/05/2020","11,662","5,583","112","12,557","4,192","26"
"17/11/2021","16,516","8,012","181","16,687","5,496","168"
"05/12/2023","23,679","14,003","410","27,476","4,757","257"
"10/11/2020","20,207","10,008","286","20,384","5,649","108"
"22/05/2023","23,414","13,400","438","26,421","6,697","303"
"30/04/2021","24,175","12,907","280","25,494","6,509","139"
"15/09/2021","3,882","1,378","27","3,944","0","55"
"10/03/2024","4,009","7,021","0","10,062","0","93"
"23/06/2021","22,019","12,259","359","23,554","4,992","198"
"30/10/2020","19,722","8,294","214","19,858","5,594","118"
"16/01/2021","3,968","3,394","0","7,895","0","57"
"25/06/2020","14,169","7,737","141","15,861","5,210","54"
"06/03/2023","24,560","14,257","405","27,678","7,178","199"
"10/11/2022","23,164","12,523","290","24,798","5,749","213"
"27/01/2023","15,766","10,358","180","19,817","0","118"
"28/11/2023","22,856","12,813","392","26,019","6,643","247"
"08/06/2024","7,624","8,544","0","12,924","0","189"
"26/03/2024","25,063","15,847","467","28,785","5,716","342"
"26/02/2022","4,379","6,074","0","9,029","0","60"
"27/07/2019","7,362","8,016","0","11,486","0","61"
"17/07/2024","18,529","12,646","408","24,108","0","242"
"23/04/2021","23,979","12,425","300","24,615","6,708","204"
"13/07/2022","14,580","10,084","263","18,781","0","144"
"08/01/2024","14,986","9,536","284","18,998","0","201"
"01/01/2024","2,462","3,465","0","5,643","0","8"
"27/04/2022","21,373","11,255","292","22,698","6,360","216"
"26/10/2019","5,118","8,298","0","11,500","0","144"
"17/05/2022","21,053","11,685","330","22,870","5,609","180"
"09/09/2024","25,235","12,871","383","27,140","7,315","293"
"01/07/2024","22,221","12,151","385","24,961","4,810","259"
"16/06/2022","19,053","10,826","273","20,714","5,378","145"
"15/08/2024","26,604","14,566","375","30,289","6,538","214"
"29/05/2022","3,162","4,426","0","7,510","0","50"
"21/06/2021","21,836","11,603","346","23,233","5,096","172"
"06/11/2023","24,071","13,300","410","27,476","7,183","304"
"23/03/2023","23,587","13,943","396","27,414","6,825","274"
"15/09/2022","20,690","11,011","217","22,443","5,836","179"
"27/10/2020","19,507","8,619","286","19,253","6,000","124"
"17/03/2023","25,124","15,008","340","28,864","6,684","274"
"11/01/2022","9,184","4,805","94","10,361","0","76"
"24/02/2022","19,736","9,256","161","19,730","6,710","295"
"25/07/2024","26,338","14,258","349","28,547","8,133","300"
"02/08/2022","21,305","11,433","279","22,694","6,030","224"
"04/02/2024","4,158","5,409","0","9,433","0","112"
"17/08/2020","16,995","7,584","200","16,233","5,841","107"
"19/06/2022","3,003","4,118","0","7,539","0","74"
"09/09/2019","25,736","14,383","506","31,607","6,455","31"
"07/03/2020","5,478","7,675","0","13,185","0","12"
"03/01/2023","12,572","7,847","129","15,425","0","128"
"23/04/2023","3,769","7,799","0","9,505","0","85"
"27/02/2021","4,793","6,320","0","9,601","0","88"
"28/02/2021","3,121","4,283","0","7,137","0","55"
"20/10/2021","7,874","3,261","68","8,081","0","91"
"20/12/2019","18,350","12,809","300","25,643","65","17"
"16/09/2020","18,743","8,762","226","18,407","5,757","114"
"20/09/2023","24,919","15,152","430","29,743","6,538","314"
"06/08/2024","26,899","14,591","425","30,951","7,480","345"
"17/10/2023","26,296","14,677","423","29,653","6,984","312"
"06/12/2021","16,436","8,593","231","17,378","4,058","149"
"13/05/2024","26,825","14,456","395","28,847","8,008","327"
"04/01/2024","13,852","9,764","213","16,959","0","234"
"21/02/2021","3,104","4,075","0","6,460","0","44"
"03/05/2022","21,661","11,439","318","23,067","6,201","209"
"15/10/2020","19,891","9,330","257","19,739","5,943","145"
"01/08/2021","2,730","3,498","0","6,136","0","44"
"05/02/2022","4,094","4,785","0","7,869","0","48"
"22/08/2021","834","591","0","1,542","0","26"
"19/07/2020","2,094","3,172","0","5,214","0","28"
"01/10/2020","14,019","8,280","221","17,037","0","113"
"25/03/2023","5,430","7,044","0","11,477","0","56"
"26/06/2021","4,653","5,818","0","9,114","0","35"
"29/01/2023","3,397","4,499","0","7,883","0","51"
"29/07/2021","23,406","12,236","306","24,046","6,432","217"
"21/08/2021","1,183","728","0","1,931","0","20"
"11/09/2023","23,297","13,419","409","27,134","6,579","309"
"18/04/2022","2,887","3,791","0","6,879","0","78"
"28/11/2022","19,343","11,774","258","22,686","3,677","176"
"05/09/2021","775","662","0","1,660","0","15"
"30/06/2023","19,088","12,484","315","23,719","3,207","127"
"25/05/2020","10,445","4,948","122","11,127","4,055","12"
"16/04/2023","3,346","4,703","0","8,078","0","40"
"22/03/2022","20,961","10,782","294","22,733","6,084","217"
"07/01/2023","4,994","8,728","0","10,161","0","107"
"06/10/2020","12,211","7,220","213","14,603","0","60"
"25/04/2021","2,911","4,101","0","6,371","0","43"
"08/02/2024","28,968","15,095","432","30,539","8,529","396"
"25/03/2020","6,752","3,861","184","9,575","158","15"
"22/05/2024","27,106","15,148","429","29,278","7,105","407"
"15/02/2022","18,816","8,676","191","19,145","6,569","204"
"20/05/2020","8,970","4,064","104","9,738","2,658","18"
"20/04/2021","24,478","12,804","344","25,741","7,139","214"
"23/01/2024","19,054","12,478","408","23,313","0","262"
"17/06/2024","24,666","12,606","431","26,229","7,303","310"
"19/08/2021","3,371","1,163","28","3,305","20","37"
"26/12/2022","3,029","4,325","0","8,021","0","32"
"29/08/2024","26,468","14,377","358","30,144","7,133","411"
"17/08/2021","3,442","1,403","27","3,566","43","45"
"27/11/2020","20,172","11,830","214","21,889","4,929","82"
"20/08/2023","4,028","5,719","0","9,583","2","151"
"20/08/2021","3,408","1,101","21","3,353","15","38"
"23/07/2024","26,704","14,441","427","29,118","7,486","273"
"07/08/2022","3,139","4,751","0","7,898","0","117"
"14/04/2021","17,514","11,172","331","21,793","0","125"
"21/03/2024","25,444","15,957","382","29,229","5,755","403"
"02/05/2021","3,104","4,047","0","7,246","0","69"
"25/08/2019","5,348","5,528","0","8,420","0","15"
"10/08/2024","7,410","7,943","0","12,995","0","127"
"02/02/2024","25,466","13,198","350","26,636","6,012","308"
"27/09/2022","15,900","10,893","259","21,103","0","176"
"08/06/2022","20,051","11,048","292","21,320","5,276","140"
"24/01/2020","18,773","13,534","377","27,369","0","31"
"31/05/2023","23,146","13,490","461","26,374","6,171","280"
"12/12/2019","24,582","15,220","488","31,407","3,487","34"
"08/06/2023","21,540","12,311","349","24,340","6,214","286"
"25/04/2023","3,741","5,094","0","8,907","0","76"
"05/11/2023","3,752","5,470","0","9,071","0","143"
"04/01/2021","10,789","6,991","180","13,153","0","77"
"12/02/2022","4,354","6,199","0","9,036","0","63"
"25/09/2019","27,190","16,820","527","35,249","5,907","38"
"04/01/2022","8,989","4,820","72","10,388","0","92"
"03/08/2022","20,087","10,988","270","21,797","5,898","182"
"17/01/2022","9,437","5,033","96","11,055","0","65"
"07/10/2019","3,912","6,191","0","9,469","0","13"
"08/10/2020","12,792","7,473","234","15,493","0","56"
"19/10/2020","19,091","8,686","241","18,530","6,093","112"
"31/08/2020","17,134","7,760","213","16,775","5,778","118"
"24/08/2019","7,575","7,885","0","11,324","0","0"
"26/03/2023","3,898","5,355","0","9,290","0","32"
"27/03/2023","23,422","13,915","398","26,922","7,148","274"
"14/05/2023","3,367","5,434","0","9,003","0","65"
"28/05/2023","3,456","5,910","0","8,725","0","60"
"09/06/2022","20,035","10,780","273","21,297","5,631","135"
"12/08/2024","26,046","13,538","404","28,773","7,447","316"
"23/05/2023","23,749","13,851","442","27,464","6,511","217"
"10/11/2023","24,771","14,395","1,082","27,833","6,563","319"
"08/04/2024","23,447","13,864","412","26,079","5,849","392"
"24/04/2022","3,112","6,228","0","7,856","0","76"
"16/04/2020","4,644","2,301","63","5,834","0","17"
"23/04/2022","4,521","5,613","0","8,998","0","66"
"11/11/2019","26,115","15,164","516","33,442","6,257","82"
"06/10/2021","4,565","1,800","32","4,913","0","78"
"18/12/2023","18,024","11,011","343","22,452","0","220"
"01/03/2024","28,702","15,072","359","31,962","7,606","346"
"20/05/2021","23,727","12,619","343","24,636","5,559","201"
"20/12/2020","2,997","4,373","0","6,627","0","47"
"30/05/2024","26,960","13,997","378","28,562","7,437","241"
"14/06/2022","18,953","10,842","274","20,883","4,049","167"
"01/03/2022","18,613","9,598","223","20,119","2,864","158"
"11/08/2024","4,197","5,601","0","9,896","0","157"
"26/11/2023","4,673","6,101","0","10,984","0","143"
"09/12/2022","20,539","12,858","213","23,008","2,552","210"
"19/04/2020","1,144","1,113","0","2,181","0","2"
"27/04/2021","24,943","12,703","378","25,880","6,485","258"
"20/11/2023","21,077","12,427","382","23,662","5,138","231"
"21/09/2021","3,702","1,443","34","4,015","0","56"
"13/07/2019","6,276","6,463","0","8,925","0","19"
"08/07/2021","15,923","10,484","302","19,942","0","131"
"09/09/2023","5,643","8,283","0","12,122","0","112"
"15/11/2019","26,474","16,283","426","34,185","6,006","27"
"01/08/2023","24,781","15,371","423","29,695","6,527","304"
"25/03/2024","24,209","14,673","403","27,020","6,230","332"
"14/02/2023","25,607","15,372","416","29,852","7,368","255"
"04/10/2023","16,864","11,707","365","22,885","0","195"
"30/12/2020","8,052","5,258","25","9,464","0","100"
"22/04/2022","14,170","9,513","180","18,611","0","138"
"25/07/2019","27,879","16,065","477","34,713","6,500","70"
"11/10/2021","4,541","1,800","33","4,738","0","59"
"18/02/2020","29,782","16,874","558","38,006","7,469","34"
"04/11/2020","20,173","8,893","282","19,810","5,859","103"
"23/04/2020","4,965","2,571","48","6,020","0","14"
"24/10/2020","3,439","3,920","0","6,777","0","33"
"01/11/2021","13,895","6,198","133","13,329","5,417","187"
"28/04/2024","4,206","5,888","0","10,534","0","187"
"22/02/2024","28,741","15,777","465","32,463","8,154","337"
"02/09/2024","24,605","12,468","395","26,721","7,333","307"
"17/02/2024","8,075","12,444","0","17,255","0","63"
"19/06/2021","4,638","5,725","0","9,308","0","66"
"17/10/2019","27,133","16,108","462","35,349","6,206","86"
"14/01/2023","5,274","6,296","0","10,601","0","39"
"15/07/2023","5,654","7,387","0","11,863","0","126"
"03/05/2024","27,188","14,734","330","29,421","8,111","309"
"01/07/2022","15,460","9,291","188","18,254","1,963","159"
"22/12/2023","15,535","10,545","131","19,542","0","138"
"06/12/2019","25,013","16,198","400","32,298","4,731","44"
"01/12/2023","23,502","13,741","298","26,418","5,419","204"
"14/06/2023","23,404","13,808","401","26,846","6,363","277"
"03/06/2020","13,346","6,161","143","13,969","5,499","26"
"24/07/2022","3,244","4,807","0","8,072","0","34"
"10/05/2023","24,706","14,344","442","28,297","6,307","333"
"23/08/2023","24,766","14,794","467","29,875","6,266","308"
"17/08/2019","7,646","8,001","0","10,747","0","0"
"31/07/2021","4,369","5,385","0","9,053","0","74"
"21/11/2022","20,347","11,508","300","22,101","5,750","230"
"11/07/2022","13,868","9,284","247","17,776","0","129"
"25/01/2020","4,757","6,685","0","9,787","0","0"
"21/12/2022","16,208","10,233","223","19,562","0","166"
"06/02/2021","3,902","5,106","0","8,271","0","72"
"09/08/2022","21,440","11,729","242","24,113","6,109","227"
"08/05/2023","23,430","13,436","426","26,242","6,677","276"
"15/12/2022","19,956","12,326","250","23,271","1,062","207"
"14/09/2022","21,733","11,942","279","23,980","5,938","247"
"05/08/2024","24,854","13,374","405","27,808","7,066","248"
"06/07/2024","7,120","7,006","0","11,415","0","81"
"04/12/2021","4,211","5,265","0","8,440","0","87"
"21/06/2023","21,766","13,340","424","25,666","5,514","326"
"09/10/2019","21,059","15,480","481","32,375","0","38"
"31/03/2020","4,853","2,489","72","6,122","58","2"
"19/10/2021","7,434","3,177","75","7,373","0","78"
"07/05/2021","23,900","12,676","298","25,196","6,264","180"
"02/08/2019","26,881","16,391","400","34,352","6,251","35"
"01/08/2022","19,893","10,496","264","21,541","5,070","205"
"01/01/2020","1,947","2,793","0","3,833","0","4"
"24/05/2022","21,153","11,675","303","22,790","4,887","222"
"19/07/2019","19,539","14,360","366","27,743","0","26"
"25/01/2022","10,654","5,814","126","12,473","0","108"
"20/08/2020","16,012","7,865","174","16,272","2,307","122"
"24/03/2021","24,628","12,541","376","25,695","6,649","210"
"06/09/2024","25,066","12,946","295","27,039","6,769","302"
"01/09/2019","5,193","5,842","0","8,051","0","25"
"08/07/2020","10,204","6,904","160","14,083","0","34"
"31/05/2022","19,385","10,111","312","20,695","5,329","178"
"20/03/2020","21,261","10,534","292","25,498","5,971","9"
"24/09/2022","4,965","6,782","0","10,643","0","68"
"21/07/2024","4,226","5,932","0","10,405","0","72"
"30/06/2024","3,738","5,098","0","9,593","0","62"
"31/08/2023","24,599","14,719","331","29,093","6,685","332"
"02/10/2020","13,363","8,421","179","16,113","0","93"
"04/03/2021","24,500","12,107","332","25,268","6,580","311"
"30/03/2024","5,099","7,866","0","10,898","0","85"
"13/09/2020","2,661","3,134","0","5,682","0","48"
"05/12/2019","25,630","15,239","454","32,350","5,160","50"
"01/06/2022","20,085","10,939","285","21,479","5,738","213"
"12/06/2020","13,960","6,895","121","15,196","5,385","31"
"17/01/2021","2,767","2,397","0","6,288","0","59"
"08/04/2020","4,765","2,240","70","5,468","68","5"
"03/05/2023","24,189","14,084","461","28,014","6,738","296"
"03/07/2023","16,765","11,695","360","22,153","0","277"
"05/08/2019","26,607","15,538","501","33,861","6,546","46"
"17/02/2022","19,460","8,864","178","19,187","6,431","179"
"11/12/2023","21,860","12,714","399","24,961","1,774","259"
"22/11/2020","2,791","3,827","0","6,256","0","52"
"31/12/2021","7,007","3,995","29","9,133","0","55"
"23/12/2020","12,507","8,226","177","15,022","0","144"
"21/02/2023","23,843","13,979","371","28,556","6,468","221"
"20/04/2023","18,438","13,134","365","25,715","0","206"
"13/01/2022","9,592","4,926","94","10,870","0","94"
"22/02/2022","19,815","9,197","197","20,014","6,537","229"
"26/05/2024","4,206","5,957","0","9,590","0","122"
"15/09/2020","18,527","8,600","226","18,366","5,757","181"
"21/04/2022","14,601","9,593","254","19,301","0","136"
"30/03/2022","20,799","11,206","302","21,947","6,063","199"
"07/07/2021","16,182","10,206","320","19,413","0","111"
"29/08/2021","787","549","0","1,459","0","31"
"05/07/2023","17,290","12,302","404","22,699","0","185"
"13/03/2024","25,844","16,063","444","29,821","6,513","331"
"23/07/2021","20,875","10,850","236","21,663","6,015","124"
"08/01/2022","3,286","4,789","0","6,472","0","40"
"08/10/2021","4,752","1,823","32","4,973","0","52"
"04/07/2020","2,844","4,454","0","7,066","0","13"
"15/06/2020","13,544","6,480","156","14,571","5,524","17"
"28/04/2020","5,564","2,740","67","6,651","88","7"
"03/07/2022","2,842","3,966","0","7,230","0","89"
"07/12/2019","5,171","9,008","0","11,261","0","9"
"16/12/2019","22,277","13,802","480","29,369","1,280","13"
"19/05/2024","4,193","5,925","0","9,706","0","82"
"21/06/2022","18,754","10,741","313","20,879","5,191","145"
"14/02/2020","28,374","16,719","379","36,529","6,512","29"
"20/02/2020","29,531","16,693","536","37,903","6,690","33"
"21/05/2021","23,946","12,850","286","25,621","6,086","173"
"30/07/2022","4,466","6,757","0","9,941","0","33"
"12/05/2021","24,751","12,782","391","25,436","6,284","148"
"16/05/2021","3,119","4,195","0","6,956","0","62"
"20/06/2024","24,493","13,039","341","26,200","6,965","304"
"09/10/2023","24,632","13,812","377","27,943","6,088","253"
"28/04/2022","21,350","11,221","298","23,126","6,323","208"
"07/01/2021","12,288","7,977","172","15,059","0","96"
"23/11/2020","18,102","9,196","267","18,721","5,249","116"
"20/01/2021","15,678","7,185","315","19,064","0","112"
"30/11/2020","19,311","10,086","290","19,796","5,339","113"
"23/06/2023","20,490","12,515","341","23,356","5,430","265"
"05/05/2024","3,920","5,322","0","9,151","0","63"
"22/02/2023","26,277","15,107","446","30,510","6,722","350"
"14/07/2021","21,781","11,410","335","22,252","6,155","182"
"08/12/2019","3,797","6,009","0","8,734","0","27"
"25/12/2022","664","1,229","0","1,207","0","4"
"30/01/2022","2,858","3,300","0","6,240","0","76"
"08/03/2023","25,424","15,272","448","30,219","6,564","223"
"04/09/2020","18,095","8,851","160","17,842","5,561","147"
"21/05/2024","27,217","15,095","455","29,303","7,613","335"
"14/08/2021","1,212","962","0","2,125","0","28"
"29/05/2023","3,674","4,700","0","8,250","0","111"
"03/04/2023","23,904","13,140","433","26,033","6,605","234"
"03/06/2024","24,671","12,732","386","25,629","7,512","266"
"10/10/2020","3,599","5,116","0","8,224","0","48"
"29/04/2023","5,271","6,983","0","11,115","0","59"
"24/10/2021","1,863","2,277","0","4,350","0","47"
"07/04/2021","17,545","11,075","332","21,547","0","156"
"21/03/2021","2,735","3,489","0","6,137","4","49"
"15/03/2022","21,024","10,564","295","22,866","6,090","199"
"31/05/2024","22,418","11,972","268","24,913","6,189","316"
"20/07/2023","23,519","14,174","378","27,197","6,730","291"
"15/08/2019","27,521","16,110","477","35,595","5,974","29"
"27/10/2022","22,907","12,437","291","24,632","5,741","173"
"19/08/2019","26,488","14,934","515","33,154","6,307","39"
"18/02/2023","6,546","14,642","0","16,118","0","68"
"02/06/2024","4,096","5,623","0","9,229","0","139"
"27/07/2021","23,361","11,972","355","23,903","6,622","184"
"15/10/2021","5,618","2,642","36","6,128","0","96"
"13/02/2023","24,916","13,779","393","27,709","6,811","293"
"19/09/2024","25,465","13,506","321","29,087","7,237","124"
"06/03/2024","26,095","16,365","463","30,261","6,437","271"
"21/11/2020","4,392","5,955","0","8,992","0","90"
"16/11/2020","19,028","9,215","266","18,544","5,544","118"
"28/05/2024","26,953","14,175","467","28,734","7,755","437"
"23/03/2020","15,335","6,635","280","17,446","4,640","12"
"09/01/2020","15,943","11,114","347","23,032","0","23"
"25/04/2022","2,673","3,723","0","6,493","0","37"
"15/05/2022","2,670","3,779","0","6,832","0","68"
"30/07/2023","4,051","6,653","0","9,551","0","82"
"20/05/2022","19,961","10,725","199","21,929","5,106","161"
"14/04/2020","4,770","2,280","55","5,729","0","10"
"15/06/2024","6,956","6,979","0","11,857","0","79"
"14/11/2021","2,256","2,655","0","4,877","0","41"
"22/12/2019","3,747","4,934","0","7,718","0","6"
"12/10/2023","25,127","14,330","385","28,556","7,176","219"
"09/09/2021","3,747","1,328","27","3,776","0","67"
"13/12/2023","22,196","13,511","380","26,470","1,603","247"
"09/03/2023","25,648","14,987","368","30,409","6,825","266"
"27/12/2022","3,528","4,187","0","7,639","0","49"
