"Date","Local Route","Light Rail","Peak Service","Rapid Route","School","Other"
"17/11/2023","21,872","13,824","290","25,692","4,993","177"
"13/10/2023","24,477","14,652","307","28,576","6,946","259"
"14/03/2024","25,565","15,697","416","29,468","6,445","363"
"16/10/2023","23,308","12,712","374","26,431","6,968","272"
"22/10/2019","27,322","16,230","514","35,478","6,299","50"
"07/08/2020","14,627","6,916","143","14,473","5,197","54"
"24/12/2023","3,455","4,448","0","7,423","0","157"
"04/08/2022","15,052","8,068","201","17,185","4,392","128"
"25/07/2020","2,870","4,654","0","6,831","0","50"
"31/05/2020","1,877","2,500","0","3,996","0","8"
"30/10/2022","3,406","5,194","0","8,268","0","88"
"22/06/2020","13,486","6,784","156","14,878","5,352","36"
"18/08/2019","5,139","5,430","0","8,066","0","22"
"20/12/2022","16,499","10,688","258","20,370","0","126"
"02/06/2022","19,921","11,039","291","21,787","5,587","177"
"28/03/2022","19,886","10,048","289","20,992","5,972","183"
"08/12/2023","22,287","13,790","283","25,537","2,556","282"
"29/06/2024","7,289","7,482","0","12,715","0","57"
"05/09/2024","25,859","13,434","341","28,280","7,144","348"
"05/06/2023","22,651","12,914","415","25,078","6,742","187"
"30/09/2023","6,085","8,856","0","13,390","0","168"
"04/10/2022","16,771","11,612","256","22,146","0","187"
"25/02/2023","6,209","9,934","0","13,415","0","111"
"11/04/2020","1,352","1,121","0","2,339","0","1"
"22/04/2024","19,844","13,177","436","25,663","0","285"
"22/03/2024","23,920","15,553","301","27,547","5,452","324"
"05/10/2019","4,710","8,399","0","12,116","0","8"
"03/02/2021","23,962","11,666","341","23,548","7,564","163"
"28/07/2022","20,882","11,188","255","22,351","5,644","229"
"06/04/2020","4,780","2,347","60","5,401","55","7"
"05/07/2019","22,563","13,754","451","29,035","3,204","0"
"15/07/2020","10,274","6,961","157","14,265","0","36"
"01/05/2021","4,557","6,159","0","9,373","0","67"
"19/04/2022","13,771","8,943","256","17,783","0","109"
"01/10/2023","4,042","6,766","0","10,931","0","51"
"02/07/2024","22,820","13,119","389","26,165","4,746","209"
"02/08/2021","22,549","11,397","343","23,788","5,597","232"
"10/11/2021","15,770","7,218","190","15,210","5,560","175"
"02/03/2022","19,494","9,182","238","20,440","6,407","171"
"06/11/2022","3,487","5,188","0","8,389","0","119"
"22/07/2023","5,918","8,079","0","12,799","0","139"
"01/05/2024","28,602","15,518","465","31,361","8,137","392"
"26/03/2021","23,965","13,229","249","25,028","6,472","195"
"13/09/2022","21,691","12,040","273","24,285","5,776","222"
"12/04/2020","870","973","0","1,730","0","7"
"14/01/2021","14,324","6,570","250","16,996","0","95"
"08/06/2020","1,990","2,612","0","4,511","0","32"
"04/06/2020","13,519","6,236","129","14,260","5,522","63"
"27/08/2019","27,089","15,804","510","35,010","5,997","22"
"24/03/2020","8,588","4,810","225","11,932","490","5"
"05/05/2020","5,495","2,807","73","6,902","178","31"
"03/03/2022","20,436","9,889","217","21,509","6,626","219"
"09/04/2020","5,126","2,261","44","5,845","46","14"
"24/02/2024","7,138","11,039","0","15,271","0","85"
"25/01/2023","18,146","11,833","293","22,723","0","175"
"11/09/2024","25,956","13,865","392","28,601","7,243","459"
"14/04/2023","17,163","12,162","300","23,362","0","209"
"22/01/2021","14,913","7,048","223","18,092","0","101"
"08/12/2020","19,978","11,236","296","21,464","4,060","149"
"14/12/2020","18,305","10,603","273","19,604","1,204","92"
"27/05/2021","24,306","12,851","352","25,356","6,143","267"
"09/08/2021","22,826","11,528","363","23,564","6,190","205"
"16/02/2020","4,094","5,292","0","8,940","0","5"
"14/09/2020","17,783","8,359","228","17,563","5,689","164"
"27/06/2021","3,056","4,154","0","7,033","0","56"
"16/05/2020","2,159","2,396","0","4,416","0","1"
"09/03/2020","3,996","5,524","0","9,444","0","5"
"19/06/2024","25,277","13,253","444","27,283","7,172","316"
"31/01/2022","12,745","6,638","134","13,509","1,101","78"
"09/05/2024","28,107","14,857","420","29,712","7,898","335"
"22/12/2020","13,342","8,630","206","15,826","0","89"
"15/04/2020","4,663","2,284","71","5,630","0","20"
"12/06/2023","3,470","4,550","0","8,057","0","106"
"13/10/2020","19,752","9,084","277","19,504","6,261","207"
"06/03/2020","27,624","16,299","423","36,176","6,805","215"
"19/09/2019","27,972","16,570","512","35,963","6,437","48"
"05/11/2022","5,453","6,880","0","11,305","0","144"
"14/11/2019","27,376","16,085","524","35,042","6,178","65"
"15/05/2023","23,275","13,297","432","26,505","6,449","316"
"04/09/2024","25,841","13,757","430","28,679","7,025","347"
"21/11/2021","2,528","3,217","0","5,833","0","58"
"17/05/2024","26,814","14,374","320","29,152","7,200","172"
"21/12/2021","12,825","7,905","177","15,550","0","128"
"27/08/2021","3,427","1,162","27","3,264","0","59"
"26/06/2023","19,805","12,136","368","23,768","4,129","241"
"15/03/2020","3,564","4,439","0","8,162","0","1"
"29/04/2024","21,061","13,231","427","26,408","1,464","229"
"26/11/2019","25,592","15,010","524","33,724","5,957","158"
"17/09/2021","4,160","1,534","22","4,075","0","84"
"11/08/2020","17,148","7,779","196","17,027","5,837","110"
"16/01/2020","17,741","12,223","403","25,723","0","6"
"13/12/2021","15,747","8,826","211","17,428","1,253","163"
"10/01/2023","16,243","10,448","334","20,009","0","132"
"10/12/2023","4,220","6,163","0","9,824","0","52"
"16/02/2023","25,434","14,782","321","29,314","7,265","276"
"11/03/2022","20,142","10,666","215","22,042","5,741","161"
"23/12/2022","13,316","8,856","72","16,336","0","133"
"09/01/2021","3,313","5,038","0","7,249","0","70"
"29/07/2023","5,733","8,513","0","12,810","0","143"
"06/08/2023","3,807","6,299","0","9,918","0","121"
"15/06/2023","23,183","14,451","421","26,499","6,080","229"
"29/09/2020","13,889","8,365","243","16,381","0","108"
"13/07/2021","22,509","11,689","346","22,869","5,990","158"
"17/11/2020","20,051","10,402","307","20,688","5,525","119"
"07/09/2023","24,147","13,738","363","27,767","6,412","267"
"31/01/2021","3,240","4,106","0","6,868","0","41"
"02/05/2024","28,210","15,042","414","30,878","8,333","319"
"13/11/2022","2,888","3,999","0","6,971","4","32"
"10/09/2020","18,364","8,532","235","17,941","5,733","120"
"17/01/2024","16,998","11,253","392","21,460","0","158"
"06/03/2021","4,740","6,124","0","9,531","0","81"
"31/08/2021","3,487","1,203","23","3,276","0","43"
"26/07/2024","25,340","13,941","330","28,238","7,353","266"
"26/10/2022","22,890","12,312","324","24,882","5,858","306"
"03/04/2020","4,919","2,341","56","5,593","57","7"
"03/07/2021","4,004","4,915","0","8,043","0","90"
"08/07/2022","13,997","9,875","181","17,997","0","136"
"29/01/2020","19,354","13,286","301","28,321","0","16"
"21/02/2020","28,439","18,484","420","37,458","6,884","22"
"21/01/2020","19,243","14,041","487","28,576","0","11"
"20/09/2024","671","2,655","0","857","169","65"
"11/06/2024","25,368","13,474","404","27,451","7,660","279"
"06/01/2023","13,317","10,806","136","16,871","0","184"
"14/05/2022","4,505","5,829","0","9,439","0","68"
"26/07/2020","1,955","2,465","0","4,244","0","25"
"17/09/2022","5,006","6,593","0","10,650","0","63"
"06/05/2022","18,758","11,372","189","20,128","4,768","1,595"
"12/09/2023","24,338","14,136","441","28,930","6,678","355"
"11/11/2020","20,564","10,076","293","20,505","5,788","125"
"21/04/2021","24,766","12,673","373","25,828","6,792","218"
"05/09/2020","3,302","4,783","0","8,056","0","64"
"03/09/2019","26,857","14,890","525","33,361","6,572","28"
"17/05/2021","23,028","11,113","343","23,703","6,184","164"
"18/12/2019","22,121","14,098","431","29,202","1,053","21"
"18/10/2021","6,754","3,201","63","7,076","0","127"
"15/10/2023","4,063","5,856","0","9,862","0","50"
"12/04/2023","17,057","11,588","345","23,670","0","188"
"23/02/2021","23,770","12,211","386","24,785","6,768","227"
"02/03/2021","22,570","12,519","377","24,592","2,702","208"
"14/10/2020","19,458","9,199","265","19,659","6,024","142"
"19/10/2022","23,047","12,788","321","25,522","6,088","318"
"15/08/2022","20,614","11,016","267","22,339","6,076","212"
"10/10/2023","25,575","15,444","447","29,596","6,748","210"
"17/03/2021","24,343","12,515","434","25,623","6,667","173"
"11/03/2024","2,401","5,779","0","6,706","0","60"
"21/04/2020","4,732","2,339","72","5,846","0","5"
"24/12/2019","10,676","7,700","83","14,308","0","10"
"02/11/2022","22,562","12,112","343","24,143","5,741","290"
"24/05/2021","23,085","11,969","351","24,042","6,021","187"
"23/01/2021","4,244","3,217","0","7,620","0","78"
"25/05/2024","7,214","7,673","0","12,338","0","115"
"24/02/2023","25,080","15,686","313","29,374","6,387","280"
"15/05/2020","6,794","3,766","86","8,400","925","28"
"02/01/2024","12,664","7,841","209","15,832","0","139"
"19/02/2020","29,639","16,743","523","38,437","7,323","40"
"01/04/2020","4,859","2,451","71","5,780","81","8"
"12/04/2024","25,946","14,100","305","28,500","6,828","314"
"05/11/2021","14,498","6,665","121","13,766","5,201","122"
"26/02/2021","23,672","12,527","285","24,662","6,480","199"
"28/09/2024","69","0","0","277","0","4"
"14/08/2022","3,059","4,341","0","7,584","0","100"
"09/08/2020","2,016","2,462","0","4,362","0","27"
"02/02/2021","23,234","11,198","322","23,285","6,621","133"
"08/09/2024","4,176","5,522","0","10,411","0","128"
"25/05/2023","17,851","12,729","354","21,243","6,386","252"
"12/02/2024","27,676","13,716","447","29,785","8,341","330"
"29/11/2023","20,109","11,685","365","23,106","5,102","205"
"01/03/2020","3,981","7,179","0","9,690","0","8"
"21/02/2024","29,352","15,416","493","32,602","8,488","309"
"25/09/2024","139","0","1","254","62","0"
"09/07/2024","18,562","12,448","352","24,057","0","240"
"16/04/2022","3,852","5,073","0","8,133","0","73"
"22/11/2023","22,645","14,274","403","26,486","5,111","289"
"04/08/2021","23,431","12,026","360","24,460","6,057","170"
"10/01/2024","17,625","11,334","340","21,991","0","164"
"13/07/2024","6,956","7,360","0","11,841","0","89"
"28/09/2021","3,947","1,532","34","4,151","0","91"
"08/12/2022","21,066","12,962","302","23,868","3,129","183"
"29/12/2019","3,439","4,427","0","6,909","0","12"
"21/09/2023","24,458","15,274","364","29,329","6,475","288"
"06/07/2019","7,152","7,454","0","9,576","0","0"
"11/07/2019","18,198","12,477","468","26,582","0","36"
"17/09/2020","18,718","8,600","200","18,568","5,692","143"
"09/06/2020","13,613","6,380","146","14,323","5,425","30"
"14/01/2022","9,533","5,226","63","10,929","0","94"
"04/02/2022","17,846","8,277","121","16,970","6,552","180"
"13/02/2021","4,590","5,934","0","8,921","0","72"
"13/12/2019","23,145","16,045","345","31,954","2,373","37"
"30/04/2023","2,832","4,145","0","7,150","0","58"
"06/08/2022","4,588","5,934","0","9,613","0","97"
"17/07/2022","3,198","4,222","0","7,451","0","58"
"28/04/2021","24,662","12,977","336","26,447","6,507","246"
"18/06/2021","21,906","12,613","304","23,747","5,775","204"
"21/12/2020","13,216","8,455","208","15,915","0","133"
"07/04/2022","18,787","9,778","265","20,383","5,722","159"
"25/06/2021","20,050","11,633","250","21,576","4,057","189"
"24/09/2024","201","79","0","304","63","0"
"17/03/2022","21,105","11,027","283","23,189","6,183","250"
"15/07/2022","14,141","10,116","181","18,685","0","171"
"15/02/2021","23,413","11,438","323","23,859","6,839","153"
"18/10/2022","22,887","12,577","317","25,216","6,452","255"
"06/06/2023","23,491","13,548","436","25,931","6,800","245"
"11/05/2022","20,923","11,379","301","22,177","5,801","232"
"13/07/2020","8,813","5,939","127","12,294","0","11"
"24/08/2021","2,994","1,055","26","2,927","34","33"
"12/10/2022","23,077","12,890","333","25,663","6,155","227"
"22/09/2021","3,916","1,529","28","4,137","0","70"
"08/09/2022","20,430","11,253","291","22,244","5,909","293"
"04/07/2024","22,288","12,826","376","25,545","4,384","209"
"18/05/2022","20,517","11,263","293","22,574","5,320","178"
"19/05/2020","9,253","4,339","108","9,854","2,711","21"
"06/05/2020","5,719","3,024","71","7,114","164","36"
"20/03/2023","24,708","14,129","406","28,382","7,266","246"
"22/10/2021","9,098","4,152","57","9,679","0","91"
"10/09/2021","3,988","1,279","27","3,914","0","68"
"16/07/2020","10,258","6,800","150","14,476","0","13"
"24/11/2022","22,666","12,698","272","24,433","5,351","306"
"27/09/2023","19,676","14,374","385","27,521","0","185"
"07/07/2023","16,155","11,706","237","21,502","0","216"
"01/02/2021","18,178","9,741","309","19,511","1,313","134"
"10/08/2023","23,904","14,746","398","28,717","6,320","233"
"04/02/2021","23,356","11,590","299","23,439","7,737","187"
"07/12/2023","23,614","14,157","358","26,915","4,056","354"
"01/06/2024","7,323","7,394","0","11,804","0","114"
"01/10/2022","5,044","7,166","0","11,476","0","124"
"22/10/2020","19,899","9,444","281","20,088","6,000","100"
"21/10/2019","26,248","15,502","479","34,049","6,270","34"
"27/01/2022","11,286","6,159","111","12,999","0","111"
"24/03/2022","20,621","10,638","296","22,490","5,912","162"
"04/05/2021","22,404","11,238","348","22,929","5,993","156"
"28/01/2022","11,281","6,413","105","13,017","0","125"
"05/12/2021","2,684","3,730","0","6,226","0","58"
"06/09/2022","21,664","11,648","277","23,425","6,302","215"
"02/12/2022","21,422","12,959","225","23,701","4,389","213"
"16/04/2021","17,108","11,440","261","21,391","0","174"
"19/06/2020","14,308","7,877","131","15,993","5,289","22"
"05/08/2021","23,179","11,990","306","24,808","6,272","239"
"27/06/2020","2,908","4,584","0","7,109","0","17"
"27/09/2024","151","0","0","147","42","0"
"02/01/2021","3,005","4,342","0","6,485","0","55"
"17/02/2021","24,010","12,150","320","25,273","6,889","186"
"04/02/2023","5,535","6,726","0","11,758","0","86"
"08/08/2019","24,624","15,166","517","32,492","2,378","90"
"22/11/2019","25,495","15,829","385","32,210","5,862","182"
"25/08/2022","21,486","11,877","238","23,407","5,943","203"
"07/06/2021","23,073","11,726","342","23,400","6,244","204"
"01/05/2022","3,125","4,448","0","7,891","0","67"
"08/07/2023","4,826","5,721","0","9,517","0","95"
"18/11/2021","15,980","8,123","172","16,816","5,438","190"
"05/02/2023","3,802","5,592","0","9,377","0","45"
"16/10/2022","3,553","5,274","0","9,195","0","76"
"09/06/2021","22,235","11,930","356","23,330","6,209","158"
"01/09/2021","3,483","1,233","32","3,452","0","37"
"22/07/2020","16,525","7,484","181","16,370","5,617","73"
"16/02/2021","24,688","11,577","387","25,234","7,047","214"
"30/08/2022","21,476","11,566","287","23,338","5,782","244"
"23/05/2024","26,965","14,486","377","29,174","7,302","199"
"29/06/2022","17,664","10,604","297","20,239","3,557","183"
"31/07/2022","2,866","4,517","0","7,283","0","42"
"04/11/2022","22,313","12,101","214","24,071","5,411","254"
"22/11/2022","21,768","12,443","303","24,064","5,705","372"
"06/11/2020","20,217","9,707","224","20,408","5,685","91"
"14/01/2024","3,925","5,219","0","8,764","0","83"
"09/04/2021","16,916","11,472","242","20,911","0","126"
"11/11/2023","6,166","7,854","0","12,656","0","69"
"28/09/2022","15,980","11,417","290","21,331","0","153"
"16/03/2020","24,684","12,924","417","31,641","6,581","12"
"12/08/2021","18,187","9,369","245","19,618","2,348","154"
"09/01/2022","2,197","2,940","0","5,114","0","62"
"30/11/2022","22,062","12,611","289","24,294","5,044","221"
"01/04/2022","19,339","10,803","214","21,182","5,853","156"
"28/07/2020","16,885","7,870","206","16,562","5,842","131"
"21/07/2021","23,107","11,500","381","23,357","6,223","236"
"10/04/2023","3,716","4,887","0","8,448","0","94"
"16/05/2023","24,471","14,453","508","27,852","6,391","262"
"22/06/2023","21,691","12,861","336","24,611","5,683","259"
"22/04/2021","24,840","12,556","358","26,186","6,595","223"
"08/09/2020","18,468","8,367","217","17,613","5,736","141"
"07/09/2020","17,429","7,795","219","17,120","5,673","115"
"13/06/2021","3,164","4,930","0","7,660","0","64"
"24/01/2024","19,160","12,568","377","23,355","0","295"
"25/11/2022","22,092","12,508","203","25,624","4,959","209"
"13/04/2024","7,508","7,720","0","12,752","0","94"
"13/11/2019","26,802","15,938","518","34,850","6,328","101"
"01/03/2021","23,943","11,730","371","24,359","6,673","204"
"02/11/2021","15,094","6,836","142","14,271","5,684","232"
"19/03/2023","3,575","5,481","0","9,100","0","60"
"12/01/2024","17,196","11,332","257","21,242","0","303"
"16/08/2021","3,522","1,409","31","3,707","22","32"
"13/05/2020","6,312","3,264","81","8,142","929","28"
"06/02/2023","24,381","13,319","355","26,993","7,215","441"
"11/11/2021","16,230","7,332","160","15,496","5,751","218"
"28/08/2022","3,137","4,891","0","7,742","0","86"
"11/09/2020","17,798","9,013","187","18,151","5,543","90"
"22/05/2022","3,023","3,696","0","7,111","0","53"
"17/04/2022","2,380","3,926","0","6,236","0","55"
"14/03/2023","25,417","15,052","411","29,794","6,961","216"
"13/09/2024","24,748","13,350","316","27,484","6,914","283"
"28/01/2020","18,973","12,859","430","28,180","0","0"
"26/06/2022","3,101","4,374","0","7,473","0","71"
"19/07/2021","21,996","11,161","334","22,368","6,209","160"
"20/01/2023","17,005","11,601","228","20,880","0","146"
"14/10/2023","6,614","7,987","0","13,280","0","161"
"23/09/2022","20,076","11,605","192","22,413","3,992","263"
"28/10/2022","19,482","12,035","232","22,852","3,821","204"
"29/12/2022","8,645","5,179","30","10,293","0","134"
"18/07/2021","3,013","3,851","0","6,597","0","87"
"23/09/2024","159","1,991","0","250","69","94"
"29/08/2022","19,316","10,189","268","20,805","5,920","212"
"20/09/2021","3,613","1,415","28","3,791","0","61"
"04/09/2021","1,024","628","0","1,774","0","30"
"20/12/2021","12,570","7,784","193","15,704","6","139"
"03/07/2020","13,088","8,101","125","16,206","3,403","60"
"28/10/2023","6,366","8,148","0","13,022","0","151"
"06/11/2019","27,269","16,053","524","34,971","6,345","85"
"17/12/2020","18,842","11,027","278","20,356","1,138","134"
"28/05/2021","23,434","12,659","278","24,225","6,027","183"
"22/09/2024","227","609","0","162","0","1"
"23/03/2021","20,532","10,561","378","21,535","6,010","135"
"03/09/2024","25,938","13,748","394","28,905","7,376","339"
"30/06/2021","15,459","9,603","314","19,015","12","139"
"07/07/2020","10,396","6,987","159","14,448","0","28"
"26/07/2022","20,134","11,339","266","21,980","5,762","204"
"01/04/2021","22,793","11,852","283","23,715","5,718","213"
"11/08/2021","23,488","12,196","371","24,926","6,047","166"
"03/09/2020","17,984","8,087","218","17,232","5,760","124"
"17/01/2020","17,671","13,227","349","26,403","0","21"
"27/07/2024","7,505","8,187","0","13,263","0","153"
"20/07/2019","6,789","8,145","0","10,218","0","27"
"17/08/2023","23,118","14,502","395","27,993","2,676","323"
"09/12/2020","19,976","11,067","294","21,073","3,517","139"
"29/01/2022","3,519","3,744","0","7,049","0","45"
"22/08/2019","27,117","16,254","500","35,603","6,053","80"
"07/12/2022","21,699","12,961","311","24,554","3,358","210"
"08/11/2021","14,792","6,748","167","14,053","5,402","183"
"23/07/2023","3,993","6,164","0","10,320","0","107"
"28/03/2024","24,013","15,952","317","26,883","5,661","273"
"23/12/2019","13,770","9,736","194","18,663","0","14"
"20/02/2021","4,662","5,981","0","9,040","0","63"
"10/01/2020","8,629","11,674","75","13,119","0","13"
"23/04/2024","20,823","13,928","411","27,775","0","248"
"02/04/2021","1,992","3,104","0","4,488","0","25"
"19/02/2024","28,121","14,625","487","30,537","8,320","323"
"17/12/2021","15,990","9,882","178","18,727","810","164"
"03/12/2020","20,226","10,971","310","21,369","4,763","125"
"09/01/2024","17,228","11,551","360","21,661","0","293"
"25/06/2022","4,512","5,858","0","9,496","0","88"
"02/11/2020","19,333","7,763","277","18,619","5,710","117"
"11/08/2023","23,436","14,312","302","27,956","6,181","253"
"20/08/2019","27,876","15,980","540","35,657","6,388","51"
"30/03/2023","24,075","14,695","359","28,226","6,562","271"
"08/10/2023","4,041","6,036","0","10,149","0","74"
"22/08/2022","20,344","10,837","257","22,144","5,890","176"
"06/01/2024","5,651","9,951","0","10,786","0","119"
"25/09/2023","18,476","13,323","350","25,622","0","228"
"07/09/2021","3,387","1,275","32","3,788","0","61"
"17/11/2022","22,644","12,917","263","24,810","5,629","196"
"17/08/2022","21,338","11,829","300","23,492","5,716","163"
"29/01/2024","20,114","12,059","369","23,940","78","230"
"18/09/2021","1,147","835","0","2,150","0","32"
"20/09/2022","22,459","12,881","299","24,815","5,869","301"
"03/07/2024","22,827","13,212","399","26,123","4,547","361"
"15/12/2021","16,205","8,946","242","18,321","1,136","160"
"23/01/2022","2,424","3,143","0","5,684","0","65"
"01/08/2020","3,006","4,556","0","7,171","0","73"
"18/11/2019","25,800","15,051","503","33,161","6,378","35"
"14/09/2024","7,668","7,844","0","13,729","0","142"
"19/08/2020","15,872","6,960","196","15,595","5,679","114"
"04/12/2019","25,187","15,398","514","33,060","5,275","65"
"12/06/2022","2,992","4,448","0","7,226","0","69"
"01/02/2022","16,568","7,291","147","15,343","6,088","135"
"07/01/2020","14,787","10,291","378","21,472","0","19"
"04/05/2022","20,917","11,263","311","22,400","6,190","276"
"16/08/2019","26,413","16,294","395","34,468","6,010","13"
"09/08/2019","23,914","13,877","414","31,537","5,749","73"
"13/11/2020","19,590","9,944","232","19,951","5,371","130"
"07/07/2022","14,635","9,959","262","19,130","0","167"
"12/04/2022","15,397","10,133","322","19,945","0","130"
"25/12/2019","562","0","0","999","0","0"
"16/09/2019","26,396","15,367","553","33,704","6,384","10"
"26/01/2024","4,326","6,860","0","11,243","0","87"
"14/07/2019","4,932","4,416","0","6,666","0","13"
"19/03/2020","22,417","10,692","370","27,061","6,497","20"
"16/06/2024","4,104","5,299","0","9,818","0","50"
"13/12/2020","3,216","4,485","0","6,986","0","53"
"20/03/2021","4,484","5,428","0","8,427","0","59"
"13/03/2020","26,758","15,568","417","35,187","6,515","36"
"19/01/2020","3,594","4,923","0","7,341","0","11"
"24/04/2023","20,614","11,911","271","23,655","2,519","267"
"28/01/2021","15,759","9,045","315","18,396","0","93"
"24/08/2020","16,985","7,712","188","16,391","5,752","95"
"05/03/2021","23,160","12,479","240","24,716","5,589","153"
"17/12/2023","4,191","5,386","0","9,513","0","31"
"29/10/2022","5,446","7,502","0","10,969","0","117"
"24/11/2020","19,973","10,551","318","20,811","5,526","163"
"08/02/2023","24,981","14,279","408","28,733","7,250","399"
"27/09/2019","26,431","17,223","380","35,081","5,262","35"
"16/02/2022","19,251","8,418","190","19,425","6,446","180"
"19/03/2021","24,117","12,544","280","24,379","6,418","171"
"15/12/2019","3,933","5,513","0","8,622","0","10"
"27/03/2022","3,119","3,719","0","7,260","0","57"
"10/04/2022","3,170","4,370","0","7,718","0","50"
"05/03/2024","24,277","16,059","443","29,949","2,512","237"
"15/04/2022","1,848","3,363","0","4,810","0","52"
"25/09/2020","15,844","7,609","194","16,231","4,559","72"
"11/09/2022","3,207","5,169","0","8,151","0","78"
"17/04/2021","4,589","6,029","0","9,467","0","44"
"27/01/2020","3,462","4,218","0","7,356","0","2"
"16/04/2024","21,485","14,676","434","28,893","0","340"
"12/02/2021","22,607","11,239","259","22,653","6,107","144"
"04/04/2024","23,386","14,201","397","27,324","5,744","318"
"01/11/2019","25,989","16,565","390","33,541","5,890","38"
"25/11/2023","6,563","8,364","0","13,258","0","101"
"20/03/2024","25,760","15,859","456","29,471","6,155","427"
"01/09/2024","3,739","5,468","0","9,492","0","103"
"13/07/2023","17,210","12,825","341","23,059","0","185"
"24/09/2021","4,147","1,525","28","4,383","0","60"
"14/04/2024","4,268","6,041","0","10,439","0","97"
"14/11/2022","21,278","11,521","304","22,962","5,827","240"
"28/09/2020","13,067","7,823","224","14,843","0","71"
"19/01/2023","17,323","11,311","292","21,648","0","168"
"16/08/2023","25,085","15,235","427","29,846","6,175","299"
"10/01/2022","8,799","4,814","86","10,467","0","88"
"04/05/2020","5,724","2,873","82","6,832","153","32"
"26/07/2023","24,803","15,073","384","28,903","6,445","276"
